OID_ZCTA5_10|GEOID_ZCTA5_10|NAMELSAD_ZCTA5_10|AREALAND_ZCTA5_10|AREAWATER_ZCTA5_10|MTFCC_ZCTA5_10|CLASSFP_ZCTA5_10|FUNCSTAT_ZCTA5_10|OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|AREALAND_PART|AREAWATER_PART
221404258473177|91601|ZCTA5 91601|6864645|498|G6350|B5|S|221704258473185|91602|ZCTA5 91602|5284171|60325|G6350|B5|S|36190|0
221404258473177|91601|ZCTA5 91601|6864645|498|G6350|B5|S|221704258473205|91606|ZCTA5 91606|8622188|8836|G6350|B5|S|48283|0
221404258473177|91601|ZCTA5 91601|6864645|498|G6350|B5|S|221704258473212|91607|ZCTA5 91607|6391774|62659|G6350|B5|S|149359|0
221404258473185|91602|ZCTA5 91602|5304775|68388|G6350|B5|S|221704258473177|91601|ZCTA5 91601|6828749|498|G6350|B5|S|126790|0
221404258473185|91602|ZCTA5 91602|5304775|68388|G6350|B5|S|221704258473185|91602|ZCTA5 91602|5284171|60325|G6350|B5|S|5135549|51419
221404258473185|91602|ZCTA5 91602|5304775|68388|G6350|B5|S|221704258473192|91604|ZCTA5 91604|12277522|187999|G6350|B5|S|32484|9618
221404258473185|91602|ZCTA5 91602|5304775|68388|G6350|B5|S|221704258473213|91608|ZCTA5 91608|1530474|44555|G6350|B5|S|9952|7351
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258469710|90046|ZCTA5 90046|14674077|3009|G6350|B5|S|457549|0
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258470131|90068|ZCTA5 90068|20729583|448801|G6350|B5|S|291853|0
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258470394|90210|ZCTA5 90210|27823432|153478|G6350|B5|S|509872|0
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258473134|91423|ZCTA5 91423|10520964|61357|G6350|B5|S|8614|0
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258473185|91602|ZCTA5 91602|5284171|60325|G6350|B5|S|106497|7766
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258473192|91604|ZCTA5 91604|12277522|187999|G6350|B5|S|11948097|178381
221404258473192|91604|ZCTA5 91604|13340190|190624|G6350|B5|S|221704258473212|91607|ZCTA5 91607|6391774|62659|G6350|B5|S|17708|4477
221404258473200|91605|ZCTA5 91605|14152243|38400|G6350|B5|S|221704258472923|91352|ZCTA5 91352|30044648|481950|G6350|B5|S|288004|0
221404258473200|91605|ZCTA5 91605|14152243|38400|G6350|B5|S|221704258473167|91505|ZCTA5 91505|13865783|29478|G6350|B5|S|20607|0
221404258473200|91605|ZCTA5 91605|14152243|38400|G6350|B5|S|221704258473200|91605|ZCTA5 91605|13908247|39061|G6350|B5|S|13770135|38400
221404258473200|91605|ZCTA5 91605|14152243|38400|G6350|B5|S|221704258473205|91606|ZCTA5 91606|8622188|8836|G6350|B5|S|73497|0
221404258473205|91606|ZCTA5 91606|8631193|25461|G6350|B5|S|221704258473085|91401|ZCTA5 91401|9165581|40551|G6350|B5|S|0|15964
221404258473205|91606|ZCTA5 91606|8631193|25461|G6350|B5|S|221704258473177|91601|ZCTA5 91601|6828749|498|G6350|B5|S|37290|0
221404258473205|91606|ZCTA5 91606|8631193|25461|G6350|B5|S|221704258473200|91605|ZCTA5 91605|13908247|39061|G6350|B5|S|92734|661
221404258473205|91606|ZCTA5 91606|8631193|25461|G6350|B5|S|221704258473205|91606|ZCTA5 91606|8622188|8836|G6350|B5|S|8460398|8836
221404258473205|91606|ZCTA5 91606|8631193|25461|G6350|B5|S|221704258473212|91607|ZCTA5 91607|6391774|62659|G6350|B5|S|40771|0
221404258473212|91607|ZCTA5 91607|6318334|58182|G6350|B5|S|221704258473134|91423|ZCTA5 91423|10520964|61357|G6350|B5|S|39384|0
221404258473212|91607|ZCTA5 91607|6318334|58182|G6350|B5|S|221704258473177|91601|ZCTA5 91601|6828749|498|G6350|B5|S|35860|0
221404258473212|91607|ZCTA5 91607|6318334|58182|G6350|B5|S|221704258473185|91602|ZCTA5 91602|5284171|60325|G6350|B5|S|5935|0
221404258473212|91607|ZCTA5 91607|6318334|58182|G6350|B5|S|221704258473192|91604|ZCTA5 91604|12277522|187999|G6350|B5|S|13209|0
221404258473212|91607|ZCTA5 91607|6318334|58182|G6350|B5|S|221704258473205|91606|ZCTA5 91606|8622188|8836|G6350|B5|S|40010|0
221404258473212|91607|ZCTA5 91607|6318334|58182|G6350|B5|S|221704258473212|91607|ZCTA5 91607|6391774|62659|G6350|B5|S|6183936|58182
221404258473213|91608|ZCTA5 91608|1549249|37204|G6350|B5|S|221704258470131|90068|ZCTA5 90068|20729583|448801|G6350|B5|S|28727|0
221404258473213|91608|ZCTA5 91608|1549249|37204|G6350|B5|S|221704258473213|91608|ZCTA5 91608|1530474|44555|G6350|B5|S|1520522|37204
221404258473224|91701|ZCTA5 91701|18880010|0|G6350|B5|S|221704258473224|91701|ZCTA5 91701|19144371|0|G6350|B5|S|18858824|0
221404258473224|91701|ZCTA5 91701|18880010|0|G6350|B5|S|221704258473680|91784|ZCTA5 91784|23673021|504270|G6350|B5|S|10440|0
221404258473224|91701|ZCTA5 91701|18880010|0|G6350|B5|S|221704258475452|92358|ZCTA5 92358|187423121|0|G6350|B5|S|10746|0
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|||||||||71328334|0
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|221704258473247|91702|ZCTA5 91702|168430816|3343647|G6350|B5|S|157805324|3343647
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|221704258473305|91722|ZCTA5 91722|10682838|3901|G6350|B5|S|56873|0
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|221704258473419|91741|ZCTA5 91741|52756076|359427|G6350|B5|S|6402884|0
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|221704258473518|91759|ZCTA5 91759|213754101|2067|G6350|B5|S|676662|0
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|221704258475525|92397|ZCTA5 92397|123269444|62257|G6350|B5|S|49998601|9759
221404258473247|91702|ZCTA5 91702|438597853|3939760|G6350|B5|S|221704258476359|93550|ZCTA5 93550|671464956|2181573|G6350|B5|S|152329175|586354
221404258473261|91706|ZCTA5 91706|34801256|2219623|G6350|B5|S|221704258472472|91010|ZCTA5 91010|16656660|113263|G6350|B5|S|5626|0
221404258473261|91706|ZCTA5 91706|34801256|2219623|G6350|B5|S|221704258472514|91016|ZCTA5 91016|21957687|125531|G6350|B5|S|66590|0
221404258473261|91706|ZCTA5 91706|34801256|2219623|G6350|B5|S|221704258473247|91702|ZCTA5 91702|168430816|3343647|G6350|B5|S|4747|0
221404258473261|91706|ZCTA5 91706|34801256|2219623|G6350|B5|S|221704258473261|91706|ZCTA5 91706|35042250|2523766|G6350|B5|S|34692172|2219623
221404258473261|91706|ZCTA5 91706|34801256|2219623|G6350|B5|S|221704258473464|91746|ZCTA5 91746|15045434|496681|G6350|B5|S|4699|0
221404258473261|91706|ZCTA5 91706|34801256|2219623|G6350|B5|S|221704258473729|91790|ZCTA5 91790|14906720|69778|G6350|B5|S|27422|0
221404258473265|91708|ZCTA5 91708|24583983|249662|G6350|B5|S|221704258473265|91708|ZCTA5 91708|20948084|249662|G6350|B5|S|15680142|249662
221404258473265|91708|ZCTA5 91708|24583983|249662|G6350|B5|S|221704258473276|91709|ZCTA5 91709|116067934|123913|G6350|B5|S|121696|0
221404258473265|91708|ZCTA5 91708|24583983|249662|G6350|B5|S|221704258473290|91710|ZCTA5 91710|57062070|0|G6350|B5|S|6540623|0
221404258473265|91708|ZCTA5 91708|24583983|249662|G6350|B5|S|221704258475947|92880|ZCTA5 92880|67769046|1439719|G6350|B5|S|2241522|0
221404258473276|91709|ZCTA5 91709|88542176|123913|G6350|B5|S|221704258473265|91708|ZCTA5 91708|20948084|249662|G6350|B5|S|71037|0
221404258473276|91709|ZCTA5 91709|88542176|123913|G6350|B5|S|221704258473276|91709|ZCTA5 91709|116067934|123913|G6350|B5|S|88448712|123913
221404258473276|91709|ZCTA5 91709|88542176|123913|G6350|B5|S|221704258473290|91710|ZCTA5 91710|57062070|0|G6350|B5|S|22427|0
221404258473290|91710|ZCTA5 91710|55764539|0|G6350|B5|S|221704258473265|91708|ZCTA5 91708|20948084|249662|G6350|B5|S|5196905|0
221404258473290|91710|ZCTA5 91710|55764539|0|G6350|B5|S|221704258473276|91709|ZCTA5 91709|116067934|123913|G6350|B5|S|97238|0
221404258473290|91710|ZCTA5 91710|55764539|0|G6350|B5|S|221704258473290|91710|ZCTA5 91710|57062070|0|G6350|B5|S|50403791|0
221404258473290|91710|ZCTA5 91710|55764539|0|G6350|B5|S|221704258473541|91762|ZCTA5 91762|37009774|0|G6350|B5|S|53206|0
221404258473290|91710|ZCTA5 91710|55764539|0|G6350|B5|S|221704258473547|91763|ZCTA5 91763|13727343|0|G6350|B5|S|13399|0
221404258473297|91711|ZCTA5 91711|38850806|356107|G6350|B5|S|221704258473297|91711|ZCTA5 91711|38684304|354059|G6350|B5|S|37513668|354059
221404258473297|91711|ZCTA5 91711|38850806|356107|G6350|B5|S|221704258473492|91750|ZCTA5 91750|48011636|457129|G6350|B5|S|303416|0
221404258473297|91711|ZCTA5 91711|38850806|356107|G6350|B5|S|221704258473518|91759|ZCTA5 91759|213754101|2067|G6350|B5|S|1009739|0
221404258473297|91711|ZCTA5 91711|38850806|356107|G6350|B5|S|221704258473547|91763|ZCTA5 91763|13727343|0|G6350|B5|S|16958|0
221404258473297|91711|ZCTA5 91711|38850806|356107|G6350|B5|S|221704258473596|91767|ZCTA5 91767|14723420|12302|G6350|B5|S|6643|0
221404258473297|91711|ZCTA5 91711|38850806|356107|G6350|B5|S|221704258473680|91784|ZCTA5 91784|23673021|504270|G6350|B5|S|382|2048
221404258473305|91722|ZCTA5 91722|10696540|3901|G6350|B5|S|221704258473247|91702|ZCTA5 91702|168430816|3343647|G6350|B5|S|9132|0
221404258473305|91722|ZCTA5 91722|10696540|3901|G6350|B5|S|221704258473305|91722|ZCTA5 91722|10682838|3901|G6350|B5|S|10573228|3901
221404258473305|91722|ZCTA5 91722|10696540|3901|G6350|B5|S|221704258473317|91723|ZCTA5 91723|6042511|25606|G6350|B5|S|108509|0
221404258473305|91722|ZCTA5 91722|10696540|3901|G6350|B5|S|221704258473332|91724|ZCTA5 91724|16150100|7357|G6350|B5|S|2569|0
221404258473305|91722|ZCTA5 91722|10696540|3901|G6350|B5|S|221704258473729|91790|ZCTA5 91790|14906720|69778|G6350|B5|S|3102|0
221404258473317|91723|ZCTA5 91723|6018050|25606|G6350|B5|S|221704258473305|91722|ZCTA5 91722|10682838|3901|G6350|B5|S|42547|0
221404258473317|91723|ZCTA5 91723|6018050|25606|G6350|B5|S|221704258473317|91723|ZCTA5 91723|6042511|25606|G6350|B5|S|5929275|25606
221404258473317|91723|ZCTA5 91723|6018050|25606|G6350|B5|S|221704258473745|91791|ZCTA5 91791|17203164|53301|G6350|B5|S|46228|0
221404258473332|91724|ZCTA5 91724|16154149|7357|G6350|B5|S|221704258473317|91723|ZCTA5 91723|6042511|25606|G6350|B5|S|2728|0
221404258473332|91724|ZCTA5 91724|16154149|7357|G6350|B5|S|221704258473332|91724|ZCTA5 91724|16150100|7357|G6350|B5|S|16006623|7357
221404258473332|91724|ZCTA5 91724|16154149|7357|G6350|B5|S|221704258473637|91773|ZCTA5 91773|38787876|1010338|G6350|B5|S|104581|0
221404258473332|91724|ZCTA5 91724|16154149|7357|G6350|B5|S|221704258473716|91789|ZCTA5 91789|41095406|131542|G6350|B5|S|125|0
221404258473332|91724|ZCTA5 91724|16154149|7357|G6350|B5|S|221704258473745|91791|ZCTA5 91791|17203164|53301|G6350|B5|S|40092|0
221404258473346|91730|ZCTA5 91730|37506977|3447|G6350|B5|S|221704258473346|91730|ZCTA5 91730|35558729|3447|G6350|B5|S|35487293|3447
221404258473346|91730|ZCTA5 91730|37506977|3447|G6350|B5|S|221704258473392|91739|ZCTA5 91739|73610517|21276|G6350|B5|S|2019684|0
221404258473354|91731|ZCTA5 91731|9880565|169467|G6350|B5|S|221704258473354|91731|ZCTA5 91731|9830226|165366|G6350|B5|S|9732238|99074
221404258473354|91731|ZCTA5 91731|9880565|169467|G6350|B5|S|221704258473366|91732|ZCTA5 91732|11757662|0|G6350|B5|S|102335|0
221404258473354|91731|ZCTA5 91731|9880565|169467|G6350|B5|S|221704258473376|91733|ZCTA5 91733|17473858|891721|G6350|B5|S|14099|70193
221404258473354|91731|ZCTA5 91731|9880565|169467|G6350|B5|S|221704258473626|91770|ZCTA5 91770|16897890|207113|G6350|B5|S|30465|200
221404258473354|91731|ZCTA5 91731|9880565|169467|G6350|B5|S|221704258473664|91780|ZCTA5 91780|9959482|0|G6350|B5|S|1428|0
221404258473366|91732|ZCTA5 91732|11947531|237965|G6350|B5|S|221704258472448|91006|ZCTA5 91006|16652745|488299|G6350|B5|S|227879|237965
221404258473366|91732|ZCTA5 91732|11947531|237965|G6350|B5|S|221704258473261|91706|ZCTA5 91706|35042250|2523766|G6350|B5|S|4172|0
221404258473366|91732|ZCTA5 91732|11947531|237965|G6350|B5|S|221704258473354|91731|ZCTA5 91731|9830226|165366|G6350|B5|S|18521|0
221404258473366|91732|ZCTA5 91732|11947531|237965|G6350|B5|S|221704258473366|91732|ZCTA5 91732|11757662|0|G6350|B5|S|11628292|0
221404258473366|91732|ZCTA5 91732|11947531|237965|G6350|B5|S|221704258473376|91733|ZCTA5 91733|17473858|891721|G6350|B5|S|36734|0
221404258473366|91732|ZCTA5 91732|11947531|237965|G6350|B5|S|221704258473464|91746|ZCTA5 91746|15045434|496681|G6350|B5|S|31933|0
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258471802|90601|ZCTA5 90601|27458782|367099|G6350|B5|S|2811|7363
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258471963|90640|ZCTA5 90640|21555256|46656|G6350|B5|S|36006|0
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258472021|90660|ZCTA5 90660|20073708|1134661|G6350|B5|S|34371|20326
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258473354|91731|ZCTA5 91731|9830226|165366|G6350|B5|S|6965|0
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258473366|91732|ZCTA5 91732|11757662|0|G6350|B5|S|27035|0
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258473376|91733|ZCTA5 91733|17473858|891721|G6350|B5|S|17190773|701937
221404258473376|91733|ZCTA5 91733|17298079|799062|G6350|B5|S|221704258473626|91770|ZCTA5 91770|16897890|207113|G6350|B5|S|118|69436
221404258473385|91737|ZCTA5 91737|21669385|0|G6350|B5|S|221704258473224|91701|ZCTA5 91701|19144371|0|G6350|B5|S|45460|0
221404258473385|91737|ZCTA5 91737|21669385|0|G6350|B5|S|221704258473385|91737|ZCTA5 91737|26125392|0|G6350|B5|S|21388557|0
221404258473385|91737|ZCTA5 91737|21669385|0|G6350|B5|S|221704258475452|92358|ZCTA5 92358|187423121|0|G6350|B5|S|235368|0
221404258473392|91739|ZCTA5 91739|76144765|21276|G6350|B5|S|221704258473346|91730|ZCTA5 91730|35558729|3447|G6350|B5|S|71436|0
221404258473392|91739|ZCTA5 91739|76144765|21276|G6350|B5|S|221704258473385|91737|ZCTA5 91737|26125392|0|G6350|B5|S|1134351|0
221404258473392|91739|ZCTA5 91739|76144765|21276|G6350|B5|S|221704258473392|91739|ZCTA5 91739|73610517|21276|G6350|B5|S|62563946|21276
221404258473392|91739|ZCTA5 91739|76144765|21276|G6350|B5|S|221704258475367|92336|ZCTA5 92336|51501605|0|G6350|B5|S|158553|0
221404258473392|91739|ZCTA5 91739|76144765|21276|G6350|B5|S|221704258475452|92358|ZCTA5 92358|187423121|0|G6350|B5|S|12209146|0
221404258473392|91739|ZCTA5 91739|76144765|21276|G6350|B5|S|221704258475552|92407|ZCTA5 92407|211508110|462781|G6350|B5|S|7333|0
221404258473402|91740|ZCTA5 91740|12894751|42228|G6350|B5|S|221704258473402|91740|ZCTA5 91740|12974434|42228|G6350|B5|S|12809511|42228
221404258473402|91740|ZCTA5 91740|12894751|42228|G6350|B5|S|221704258473419|91741|ZCTA5 91741|52756076|359427|G6350|B5|S|75847|0
221404258473402|91740|ZCTA5 91740|12894751|42228|G6350|B5|S|221704258473637|91773|ZCTA5 91773|38787876|1010338|G6350|B5|S|9393|0
221404258473419|91741|ZCTA5 91741|38399497|357895|G6350|B5|S|221704258473247|91702|ZCTA5 91702|168430816|3343647|G6350|B5|S|3211005|0
221404258473419|91741|ZCTA5 91741|38399497|357895|G6350|B5|S|221704258473402|91740|ZCTA5 91740|12974434|42228|G6350|B5|S|91781|0
221404258473419|91741|ZCTA5 91741|38399497|357895|G6350|B5|S|221704258473419|91741|ZCTA5 91741|52756076|359427|G6350|B5|S|35022303|357895
221404258473419|91741|ZCTA5 91741|38399497|357895|G6350|B5|S|221704258473492|91750|ZCTA5 91750|48011636|457129|G6350|B5|S|71530|0
221404258473419|91741|ZCTA5 91741|38399497|357895|G6350|B5|S|221704258473637|91773|ZCTA5 91773|38787876|1010338|G6350|B5|S|2878|0
221404258473429|91744|ZCTA5 91744|22762551|3452|G6350|B5|S|221704258473429|91744|ZCTA5 91744|22511862|3452|G6350|B5|S|22077814|3452
221404258473429|91744|ZCTA5 91744|22762551|3452|G6350|B5|S|221704258473464|91746|ZCTA5 91746|15045434|496681|G6350|B5|S|73879|0
221404258473429|91744|ZCTA5 91744|22762551|3452|G6350|B5|S|221704258473473|91748|ZCTA5 91748|36715191|205203|G6350|B5|S|596922|0
221404258473429|91744|ZCTA5 91744|22762551|3452|G6350|B5|S|221704258473729|91790|ZCTA5 91790|14906720|69778|G6350|B5|S|4914|0
221404258473429|91744|ZCTA5 91744|22762551|3452|G6350|B5|S|221704258473754|91792|ZCTA5 91792|9949691|1425|G6350|B5|S|9022|0
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258471802|90601|ZCTA5 90601|27458782|367099|G6350|B5|S|100325|0
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258471808|90602|ZCTA5 90602|9715995|6774|G6350|B5|S|521291|0
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258471842|90605|ZCTA5 90605|16540582|24843|G6350|B5|S|118032|0
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258471928|90631|ZCTA5 90631|36193244|20609|G6350|B5|S|111861|0
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258473429|91744|ZCTA5 91744|22511862|3452|G6350|B5|S|303994|0
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258473451|91745|ZCTA5 91745|33541045|60949|G6350|B5|S|31981239|60949
221404258473451|91745|ZCTA5 91745|33172767|60949|G6350|B5|S|221704258473464|91746|ZCTA5 91746|15045434|496681|G6350|B5|S|36025|0
221404258473464|91746|ZCTA5 91746|14432193|480507|G6350|B5|S|221704258471802|90601|ZCTA5 90601|27458782|367099|G6350|B5|S|14106|0
221404258473464|91746|ZCTA5 91746|14432193|480507|G6350|B5|S|221704258473261|91706|ZCTA5 91706|35042250|2523766|G6350|B5|S|139058|162212
221404258473464|91746|ZCTA5 91746|14432193|480507|G6350|B5|S|221704258473429|91744|ZCTA5 91744|22511862|3452|G6350|B5|S|27615|0
221404258473464|91746|ZCTA5 91746|14432193|480507|G6350|B5|S|221704258473451|91745|ZCTA5 91745|33541045|60949|G6350|B5|S|115262|0
221404258473464|91746|ZCTA5 91746|14432193|480507|G6350|B5|S|221704258473464|91746|ZCTA5 91746|15045434|496681|G6350|B5|S|14113946|318295
221404258473464|91746|ZCTA5 91746|14432193|480507|G6350|B5|S|221704258473729|91790|ZCTA5 91790|14906720|69778|G6350|B5|S|22206|0
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258471928|90631|ZCTA5 90631|36193244|20609|G6350|B5|S|183638|0
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258473429|91744|ZCTA5 91744|22511862|3452|G6350|B5|S|66793|0
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258473451|91745|ZCTA5 91745|33541045|60949|G6350|B5|S|1001366|0
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258473473|91748|ZCTA5 91748|36715191|205203|G6350|B5|S|35933710|205203
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258473571|91765|ZCTA5 91765|48103763|13084|G6350|B5|S|45996|0
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258473716|91789|ZCTA5 91789|41095406|131542|G6350|B5|S|233635|668
221404258473473|91748|ZCTA5 91748|37465305|205871|G6350|B5|S|221704258475897|92821|ZCTA5 92821|36599728|67872|G6350|B5|S|167|0
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473247|91702|ZCTA5 91702|168430816|3343647|G6350|B5|S|5237506|0
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473297|91711|ZCTA5 91711|38684304|354059|G6350|B5|S|360518|0
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473419|91741|ZCTA5 91741|52756076|359427|G6350|B5|S|10743790|1532
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473492|91750|ZCTA5 91750|48011636|457129|G6350|B5|S|47378774|455590
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473518|91759|ZCTA5 91759|213754101|2067|G6350|B5|S|392083|0
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473596|91767|ZCTA5 91767|14723420|12302|G6350|B5|S|3993|0
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473611|91768|ZCTA5 91768|21237994|845|G6350|B5|S|1090579|0
221404258473492|91750|ZCTA5 91750|65386620|458246|G6350|B5|S|221704258473637|91773|ZCTA5 91773|38787876|1010338|G6350|B5|S|179377|1124
221404258473500|91752|ZCTA5 91752|39081685|542295|G6350|B5|S|221704258473500|91752|ZCTA5 91752|39062188|542295|G6350|B5|S|39056184|542295
221404258473500|91752|ZCTA5 91752|39081685|542295|G6350|B5|S|221704258475596|92509|ZCTA5 92509|79558987|1844771|G6350|B5|S|25501|0
221404258473508|91754|ZCTA5 91754|11744866|24958|G6350|B5|S|221704258468619|90022|ZCTA5 90022|11453823|11013|G6350|B5|S|19071|0
221404258473508|91754|ZCTA5 91754|11744866|24958|G6350|B5|S|221704258469999|90063|ZCTA5 90063|8507622|0|G6350|B5|S|26545|0
221404258473508|91754|ZCTA5 91754|11744866|24958|G6350|B5|S|221704258473508|91754|ZCTA5 91754|11705648|24958|G6350|B5|S|11677012|24958
221404258473508|91754|ZCTA5 91754|11744866|24958|G6350|B5|S|221704258473515|91755|ZCTA5 91755|8159701|130227|G6350|B5|S|1491|0
221404258473508|91754|ZCTA5 91754|11744866|24958|G6350|B5|S|221704258473772|91803|ZCTA5 91803|8443052|1730|G6350|B5|S|20747|0
221404258473515|91755|ZCTA5 91755|8046591|130227|G6350|B5|S|221704258473508|91754|ZCTA5 91754|11705648|24958|G6350|B5|S|25933|0
221404258473515|91755|ZCTA5 91755|8046591|130227|G6350|B5|S|221704258473515|91755|ZCTA5 91755|8159701|130227|G6350|B5|S|8019554|130227
221404258473515|91755|ZCTA5 91755|8046591|130227|G6350|B5|S|221704258473626|91770|ZCTA5 91770|16897890|207113|G6350|B5|S|1104|0
221404258473518|91759|ZCTA5 91759|212983936|2067|G6350|B5|S|221704258473247|91702|ZCTA5 91702|168430816|3343647|G6350|B5|S|405586|0
221404258473518|91759|ZCTA5 91759|212983936|2067|G6350|B5|S|221704258473297|91711|ZCTA5 91711|38684304|354059|G6350|B5|S|806883|0
221404258473518|91759|ZCTA5 91759|212983936|2067|G6350|B5|S|221704258473492|91750|ZCTA5 91750|48011636|457129|G6350|B5|S|2810|0
221404258473518|91759|ZCTA5 91759|212983936|2067|G6350|B5|S|221704258473518|91759|ZCTA5 91759|213754101|2067|G6350|B5|S|211372315|2067
221404258473518|91759|ZCTA5 91759|212983936|2067|G6350|B5|S|221704258475452|92358|ZCTA5 92358|187423121|0|G6350|B5|S|396342|0
221404258473532|91761|ZCTA5 91761|75507488|22016|G6350|B5|S|221704258473532|91761|ZCTA5 91761|73794166|22016|G6350|B5|S|73405891|22016
221404258473532|91761|ZCTA5 91761|75507488|22016|G6350|B5|S|221704258473541|91762|ZCTA5 91762|37009774|0|G6350|B5|S|1960766|0
221404258473532|91761|ZCTA5 91761|75507488|22016|G6350|B5|S|221704258473560|91764|ZCTA5 91764|20477999|53055|G6350|B5|S|140831|0
221404258473541|91762|ZCTA5 91762|35328480|0|G6350|B5|S|221704258473290|91710|ZCTA5 91710|57062070|0|G6350|B5|S|91441|0
221404258473541|91762|ZCTA5 91762|35328480|0|G6350|B5|S|221704258473532|91761|ZCTA5 91761|73794166|22016|G6350|B5|S|31924|0
221404258473541|91762|ZCTA5 91762|35328480|0|G6350|B5|S|221704258473541|91762|ZCTA5 91762|37009774|0|G6350|B5|S|34893992|0
221404258473541|91762|ZCTA5 91762|35328480|0|G6350|B5|S|221704258473547|91763|ZCTA5 91763|13727343|0|G6350|B5|S|305566|0
221404258473541|91762|ZCTA5 91762|35328480|0|G6350|B5|S|221704258473560|91764|ZCTA5 91764|20477999|53055|G6350|B5|S|5557|0
221404258473547|91763|ZCTA5 91763|13411639|0|G6350|B5|S|221704258473547|91763|ZCTA5 91763|13727343|0|G6350|B5|S|13391389|0
221404258473547|91763|ZCTA5 91763|13411639|0|G6350|B5|S|221704258473581|91766|ZCTA5 91766|26154976|13041|G6350|B5|S|19176|0
221404258473547|91763|ZCTA5 91763|13411639|0|G6350|B5|S|221704258473698|91786|ZCTA5 91786|23163019|0|G6350|B5|S|1074|0
221404258473560|91764|ZCTA5 91764|20818480|53055|G6350|B5|S|221704258473532|91761|ZCTA5 91761|73794166|22016|G6350|B5|S|356351|0
221404258473560|91764|ZCTA5 91764|20818480|53055|G6350|B5|S|221704258473541|91762|ZCTA5 91762|37009774|0|G6350|B5|S|101810|0
221404258473560|91764|ZCTA5 91764|20818480|53055|G6350|B5|S|221704258473560|91764|ZCTA5 91764|20477999|53055|G6350|B5|S|20331611|53055
221404258473560|91764|ZCTA5 91764|20818480|53055|G6350|B5|S|221704258473698|91786|ZCTA5 91786|23163019|0|G6350|B5|S|28708|0
221404258473571|91765|ZCTA5 91765|49001345|13084|G6350|B5|S|221704258473276|91709|ZCTA5 91709|116067934|123913|G6350|B5|S|122|0
221404258473571|91765|ZCTA5 91765|49001345|13084|G6350|B5|S|221704258473571|91765|ZCTA5 91765|48103763|13084|G6350|B5|S|47618485|13084
221404258473571|91765|ZCTA5 91765|49001345|13084|G6350|B5|S|221704258473581|91766|ZCTA5 91766|26154976|13041|G6350|B5|S|236079|0
221404258473571|91765|ZCTA5 91765|49001345|13084|G6350|B5|S|221704258473611|91768|ZCTA5 91768|21237994|845|G6350|B5|S|115942|0
